Name,Type,Address,Zip Code
666,chickenshop,3462WilshireBlvd,90010
667,tradamerican,888SFigueroaSt,90017
668,breakfast_brunch,726SAlamedaSt,90021
669,southern,727NBroadway,90012
670,sandwiches,736NBroadway,90012
671,hotdogs,1938W3rdSt,90057
672,tradamerican,1657W3rdSt,90017
673,hotdogs,3821BeverlyBlvd,90004
674,chicken_wings,207SVermontAve,90004
675,burgers,1533WSunsetBlvd,90026
676,mexican,645EWashingtonBlvd,90015
677,sandwiches,3377WilshireBlvd,90010
678,hotdogs,3758SFigueroaSt,90007
679,chinese,2828SFigueroaSt,90007
680,salad,2134WSunsetBlvd,90026
681,mexican,1900SCentralAve,90011
682,breakfast_brunch,317SBroadway,90013
683,bbq,1708SWesternAve,90006
684,hotdogs,103SRampartBlvd,90057
685,foodstands,353SAlamedaSt,90013
686,burgers,530W27thSt,90007
687,burgers,943NBroadway,90012
688,hotdogs,3029W8thSt,90005
